#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 858000      3.38e-01      5.05e-03      1.95e-02    3.0e-04
 860000      6.39e-02      7.07e-04      3.69e-03    3.0e-04
 862000      1.36e-01      1.55e-02      5.00e-03    3.0e-04
 864000      3.36e-02      2.73e-03      1.63e-03    3.0e-04
 866000      2.57e-01      4.64e-02      7.64e-03    3.0e-04
 868000      5.73e-01      2.05e-03      3.31e-02    3.0e-04
 870000      1.01e-01      1.09e-02      5.04e-03    3.0e-04
 872000      4.95e-02      1.55e-03      2.80e-03    3.0e-04
 874000      1.30e-01      8.47e-03      7.17e-03    3.0e-04
 876000      3.75e-01      5.09e-03      2.17e-02    3.0e-04
 878000      8.20e-01      4.58e-02      4.57e-02    3.0e-04
 880000      5.64e-01      1.20e-02      3.34e-02    2.8e-04
 882000      1.74e-01      2.91e-02      6.17e-03    2.8e-04
 884000      1.38e-01      1.58e-02      5.13e-03    2.8e-04
 886000      4.55e-01      4.81e-03      2.70e-02    2.8e-04
 888000      3.38e-01      1.31e-02      1.94e-02    2.8e-04
 890000      2.30e-01      4.08e-03      1.36e-02    2.8e-04
 892000      4.35e-01      2.60e-03      2.59e-02    2.8e-04
 894000      6.01e-01      1.34e-02      3.56e-02    2.8e-04
 896000      4.23e-01      5.56e-03      2.51e-02    2.8e-04
 898000      4.54e-01      1.94e-03      2.70e-02    2.8e-04
 900000      4.41e-01      6.51e-03      2.61e-02    2.8e-04
 902000      6.10e-01      1.10e-02      3.62e-02    2.8e-04
 904000      1.12e-01      7.31e-03      6.31e-03    2.8e-04
 906000      3.61e-02      6.71e-03      9.72e-04    2.8e-04
 908000      5.49e-01      4.33e-03      3.27e-02    2.8e-04
 910000      2.56e-01      2.56e-03      1.52e-02    2.8e-04
 912000      1.33e-01      8.91e-03      7.51e-03    2.8e-04
 914000      2.14e-01      4.31e-04      1.27e-02    2.8e-04
 916000      5.10e-01      3.58e-03      3.03e-02    2.8e-04
 918000      1.29e-01      1.61e-02      6.13e-03    2.8e-04
 920000      9.34e-02      2.91e-03      5.65e-03    2.7e-04
 922000      9.48e-02      1.10e-02      4.80e-03    2.7e-04
 924000      7.01e-02      1.14e-02      2.62e-03    2.7e-04
 926000      1.08e-01      2.19e-02      1.24e-03    2.7e-04
 928000      5.53e-01      8.96e-03      3.38e-02    2.7e-04
 930000      5.64e-01      6.87e-03      3.45e-02    2.7e-04
 932000      8.55e-02      4.10e-03      4.94e-03    2.7e-04
 934000      2.55e-01      3.69e-02      1.29e-03    2.7e-04
 936000      8.30e-02      4.27e-03      4.76e-03    2.7e-04
 938000      7.21e-02      4.95e-03      4.16e-03    2.7e-04
 940000      5.49e-02      5.22e-03      2.98e-03    2.7e-04
 942000      5.35e-01      1.65e-02      3.24e-02    2.7e-04
 944000      2.24e-01      4.27e-03      1.37e-02    2.7e-04
 946000      5.36e-01      1.60e-02      3.25e-02    2.7e-04
 948000      4.24e-01      1.82e-02      2.48e-02    2.7e-04
 950000      7.31e-02      8.08e-03      2.91e-03    2.7e-04
 952000      5.07e-01      3.98e-03      3.10e-02    2.7e-04
 954000      2.91e-02      3.47e-03      1.02e-03    2.7e-04
 956000      1.51e-01      8.18e-03      8.56e-03    2.7e-04
 958000      8.33e-02      8.59e-03      3.60e-03    2.7e-04
 960000      4.87e-01      2.57e-02      2.99e-02    2.5e-04
 962000      1.25e-01      1.54e-02      6.25e-03    2.5e-04
 964000      2.72e-01      2.61e-03      1.71e-02    2.5e-04
 966000      4.66e-01      7.17e-03      2.93e-02    2.5e-04
 968000      8.48e-02      2.23e-03      5.30e-03    2.5e-04
 970000      2.01e-01      3.44e-04      1.27e-02    2.5e-04
 972000      1.50e-01      1.46e-02      6.99e-03    2.5e-04
 974000      1.66e-01      5.92e-03      1.02e-02    2.5e-04
 976000      2.61e-01      2.04e-03      1.64e-02    2.5e-04
 978000      7.99e-02      6.90e-04      5.03e-03    2.5e-04
 980000      4.36e-01      8.04e-03      2.74e-02    2.5e-04
 982000      4.75e-01      2.85e-03      2.99e-02    2.5e-04
 984000      9.89e-02      1.97e-02      1.31e-03    2.5e-04
 986000      6.72e-02      7.44e-03      3.56e-03    2.5e-04
 988000      8.09e-01      2.35e-03      5.09e-02    2.5e-04
 990000      6.86e-02      1.04e-02      2.88e-03    2.5e-04
 992000      2.62e-01      9.67e-04      1.65e-02    2.5e-04
 994000      3.07e-02      4.02e-03      8.07e-04    2.5e-04
 996000      7.13e-02      4.33e-03      4.29e-03    2.5e-04
 998000      4.15e-01      2.45e-03      2.61e-02    2.5e-04
1000000      4.87e-02      4.72e-04      3.15e-03    2.4e-04
1002000      1.01e-01      9.28e-03      5.06e-03    2.4e-04
1004000      4.08e-01      1.06e-03      2.64e-02    2.4e-04
1006000      1.57e-01      2.09e-02      3.74e-03    2.4e-04
1008000      1.34e-01      1.54e-02      5.09e-03    2.4e-04
1010000      1.02e-01      1.69e-02      3.81e-03    2.4e-04
1012000      9.48e-02      5.41e-03      5.89e-03    2.4e-04
1014000      4.48e-01      1.42e-03      2.91e-02    2.4e-04
1016000      3.50e-01      7.06e-03      2.26e-02    2.4e-04
1018000      7.37e-02      8.27e-03      3.97e-03    2.4e-04
1020000      2.20e-02      2.42e-04      1.42e-03    2.4e-04
1022000      5.42e-02      4.19e-03      2.95e-03    2.4e-04
1024000      1.17e-01      1.09e-02      6.76e-03    2.4e-04
1026000      1.77e-01      1.61e-02      1.02e-02    2.4e-04
1028000      4.79e-01      1.21e-02      3.08e-02    2.4e-04
1030000      1.10e-01      6.42e-03      6.50e-03    2.4e-04
1032000      8.61e-02      1.35e-02      3.53e-03    2.4e-04
1034000      4.62e-01      7.53e-03      2.99e-02    2.4e-04
1036000      7.39e-02      8.39e-03      2.90e-03    2.4e-04
1038000      7.65e-02      1.99e-04      4.96e-03    2.4e-04
1040000      8.93e-02      6.83e-03      5.02e-03    2.2e-04
1042000      2.29e-01      2.03e-03      1.52e-02    2.2e-04
1044000      1.03e-01      1.17e-02      5.64e-03    2.2e-04
1046000      3.64e-02      6.22e-04      2.41e-03    2.2e-04
1048000      1.05e-01      6.13e-03      6.72e-03    2.2e-04
1050000      3.64e-01      3.16e-03      2.43e-02    2.2e-04
1052000      2.79e-01      4.82e-03      1.85e-02    2.2e-04
1054000      4.90e-01      1.04e-02      3.25e-02    2.2e-04
1056000      1.48e-01      1.05e-02      8.53e-03    2.2e-04
1058000      5.87e-02      6.89e-04      3.91e-03    2.2e-04
1060000      6.08e-02      3.07e-03      3.79e-03    2.2e-04
1062000      1.67e-01      7.19e-03      1.09e-02    2.2e-04
1064000      2.56e-01      1.62e-03      1.71e-02    2.2e-04
1066000      8.29e-02      1.16e-02      3.96e-03    2.2e-04
1068000      8.28e-02      6.82e-03      4.50e-03    2.2e-04
1070000      2.47e-01      3.71e-02      1.09e-02    2.2e-04
1072000      3.50e-02      3.68e-03      1.57e-03    2.2e-04
1074000      6.96e-02      8.55e-03      2.32e-03    2.2e-04
1076000      1.24e-02      1.55e-03      3.89e-04    2.2e-04
1078000      4.86e-01      5.52e-03      3.23e-02    2.2e-04
1080000      3.16e-01      7.41e-03      2.16e-02    2.1e-04
1082000      7.70e-02      3.39e-03      5.15e-03    2.1e-04
1084000      8.70e-02      3.24e-03      5.87e-03    2.1e-04
1086000      5.03e-01      3.31e-03      3.45e-02    2.1e-04
1088000      9.23e-02      4.81e-03      5.89e-03    2.1e-04
1090000      1.07e-01      1.10e-02      6.25e-03    2.1e-04
1092000      9.83e-02      1.26e-02      5.15e-03    2.1e-04
1094000      8.46e-02      6.78e-03      4.77e-03    2.1e-04
1096000      3.14e-02      1.70e-03      1.99e-03    2.1e-04
1098000      7.86e-02      5.36e-03      4.72e-03    2.1e-04
1100000      1.59e-01      2.05e-02      4.35e-03    2.1e-04
1102000      6.26e-02      6.20e-04      4.29e-03    2.1e-04
1104000      8.56e-02      7.75e-03      4.50e-03    2.1e-04
1106000      6.59e-02      3.03e-03      4.28e-03    2.1e-04
1108000      8.82e-02      2.68e-03      5.91e-03    2.1e-04
1110000      8.44e-02      6.94e-03      5.28e-03    2.1e-04
1112000      7.72e-02      1.00e-03      5.29e-03    2.1e-04
1114000      5.66e-02      1.54e-03      3.85e-03    2.1e-04
1116000      1.76e-02      8.55e-04      1.13e-03    2.1e-04
1118000      9.10e-02      3.58e-03      6.12e-03    2.1e-04
1120000      7.28e-02      6.53e-03      4.58e-03    2.0e-04
1122000      2.15e-01      6.54e-03      1.50e-02    2.0e-04
1124000      5.93e-02      1.06e-02      1.80e-03    2.0e-04
1126000      8.03e-02      1.11e-02      6.24e-04    2.0e-04
1128000      1.31e-01      7.08e-03      8.50e-03    2.0e-04
1130000      8.79e-02      8.33e-03      5.45e-03    2.0e-04
1132000      1.44e-01      1.93e-02      7.44e-03    2.0e-04
1134000      4.62e-02      1.99e-03      3.10e-03    2.0e-04
1136000      9.06e-02      6.84e-03      5.91e-03    2.0e-04
1138000      3.13e-02      9.09e-04      2.16e-03    2.0e-04
1140000      4.95e-01      3.18e-03      3.49e-02    2.0e-04
1142000      9.81e-02      1.19e-02      3.43e-03    2.0e-04
1144000      1.46e-01      1.66e-03      1.03e-02    2.0e-04
1146000      2.05e-01      4.43e-03      1.44e-02    2.0e-04
1148000      6.55e-02      4.53e-03      4.02e-03    2.0e-04
1150000      4.71e-01      7.29e-03      3.32e-02    2.0e-04
1152000      6.54e-02      5.40e-03      4.20e-03    2.0e-04
1154000      3.59e-02      4.64e-03      1.92e-03    2.0e-04
1156000      6.64e-02      4.58e-03      4.08e-03    2.0e-04
1158000      4.60e-02      4.26e-03      2.87e-03    2.0e-04
1160000      1.63e-01      2.48e-02      7.51e-03    1.9e-04
1162000      3.33e-01      1.90e-03      2.42e-02    1.9e-04
1164000      1.74e-01      1.41e-02      1.18e-02    1.9e-04
1166000      4.99e-02      4.05e-03      3.30e-03    1.9e-04
1168000      1.56e-01      5.62e-03      1.09e-02    1.9e-04
1170000      7.36e-02      1.70e-03      5.31e-03    1.9e-04
1172000      4.57e-02      2.40e-03      3.20e-03    1.9e-04
1174000      3.69e-02      4.68e-03      1.08e-03    1.9e-04
1176000      5.50e-02      5.80e-03      2.59e-03    1.9e-04
1178000      9.07e-02      8.39e-03      5.81e-03    1.9e-04
1180000      3.31e-01      1.60e-03      2.41e-02    1.9e-04
1182000      1.92e-01      7.87e-03      1.37e-02    1.9e-04
1184000      3.15e-01      4.80e-02      1.44e-02    1.9e-04
1186000      3.81e-01      4.93e-04      2.77e-02    1.9e-04
1188000      3.14e-01      2.49e-03      2.28e-02    1.9e-04
1190000      4.18e-02      2.64e-03      2.70e-03    1.9e-04
1192000      5.13e-01      7.95e-03      3.72e-02    1.9e-04
1194000      4.59e-01      7.58e-03      3.32e-02    1.9e-04
1196000      2.68e-01      1.40e-02      1.90e-02    1.9e-04
1198000      7.02e-02      1.18e-02      2.61e-03    1.9e-04
1200000      1.70e-01      3.70e-03      1.26e-02    1.8e-04
1202000      2.63e-02      2.25e-03      1.76e-03    1.8e-04
1204000      2.84e-02      1.64e-03      1.93e-03    1.8e-04
1206000      3.16e-01      6.86e-03      2.34e-02    1.8e-04
1208000      6.24e-02      8.85e-04      4.66e-03    1.8e-04
#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
1208000      2.64e-02      3.19e-03      9.45e-04    1.8e-04
1210000      7.70e-02      4.11e-03      5.54e-03    1.8e-04
1212000      8.31e-02      8.41e-03      4.22e-03    1.8e-04
1214000      3.66e-01      1.12e-02      2.71e-02    1.8e-04
1216000      3.73e-01      2.99e-04      2.79e-02    1.8e-04
1218000      3.51e-02      2.01e-03      2.39e-03    1.8e-04
1220000      1.18e-02      1.46e-03      3.86e-04    1.8e-04
1222000      2.03e-01      3.52e-02      6.93e-03    1.8e-04
1224000      1.91e-01      1.96e-03      1.43e-02    1.8e-04
1226000      9.38e-02      2.06e-03      6.93e-03    1.8e-04
1228000      4.62e-02      4.93e-03      2.19e-03    1.8e-04
1230000      7.79e-02      2.43e-03      5.75e-03    1.8e-04
1232000      1.67e-01      2.88e-02      5.75e-03    1.8e-04
1234000      4.64e-01      4.97e-03      3.47e-02    1.8e-04
1236000      6.56e-02      8.49e-03      3.66e-03    1.8e-04
1238000      7.24e-02      9.41e-03      1.79e-03    1.8e-04
1240000      1.50e-01      2.82e-02      2.75e-03    1.7e-04
1242000      3.65e-02      2.80e-03      2.33e-03    1.7e-04
1244000      4.58e-02      7.88e-04      3.51e-03    1.7e-04
1246000      1.31e-01      5.62e-03      9.54e-03    1.7e-04
1248000      9.49e-02      1.18e-02      3.05e-03    1.7e-04
1250000      4.16e-01      3.32e-03      3.20e-02    1.7e-04
1252000      3.81e-02      1.17e-03      2.86e-03    1.7e-04
1254000      1.71e-01      2.95e-02      5.95e-03    1.7e-04
1256000      7.15e-03      6.39e-04      4.17e-04    1.7e-04
1258000      1.64e-01      1.23e-02      1.17e-02    1.7e-04
1260000      1.46e-01      3.87e-03      1.11e-02    1.7e-04
1262000      4.55e-02      3.54e-04      3.50e-03    1.7e-04
1264000      1.50e-01      3.35e-03      1.15e-02    1.7e-04
1266000      1.05e-01      1.30e-02      3.42e-03    1.7e-04
1268000      3.40e-02      3.40e-03      1.79e-03    1.7e-04
1270000      2.87e-01      2.16e-03      2.20e-02    1.7e-04
1272000      6.15e-01      6.75e-03      4.73e-02    1.7e-04
1274000      8.97e-02      3.30e-03      6.66e-03    1.7e-04
1276000      1.12e-01      1.44e-02      6.48e-03    1.7e-04
1278000      3.07e-02      1.03e-03      2.33e-03    1.7e-04
1280000      3.59e-02      1.36e-03      2.79e-03    1.6e-04
1282000      3.99e-01      1.99e-03      3.16e-02    1.6e-04
1284000      1.17e-01      4.17e-03      9.11e-03    1.6e-04
1286000      7.22e-02      4.41e-03      5.11e-03    1.6e-04
1288000      1.43e-01      2.68e-02      2.65e-03    1.6e-04
1290000      3.86e-01      2.07e-03      3.06e-02    1.6e-04
1292000      3.63e-01      2.21e-03      2.87e-02    1.6e-04
1294000      1.71e-01      2.02e-03      1.35e-02    1.6e-04
1296000      9.09e-02      3.92e-03      6.83e-03    1.6e-04
1298000      3.28e-01      1.73e-03      2.60e-02    1.6e-04
1300000      2.94e-02      1.12e-03      2.29e-03    1.6e-04
1302000      2.02e-01      1.14e-02      1.53e-02    1.6e-04
1304000      4.17e-02      3.24e-03      3.02e-03    1.6e-04
1306000      1.42e-01      5.33e-04      1.12e-02    1.6e-04
1308000      4.65e-01      1.07e-02      3.66e-02    1.6e-04
1310000      3.34e-02      4.45e-03      5.45e-04    1.6e-04
1312000      1.44e-01      2.75e-03      1.13e-02    1.6e-04
1314000      5.60e-02      7.04e-03      1.71e-03    1.6e-04
1316000      3.51e-01      8.78e-03      2.76e-02    1.6e-04
1318000      8.78e-02      3.04e-03      6.84e-03    1.6e-04
1320000      1.93e-01      3.56e-03      1.57e-02    1.5e-04
1322000      1.94e-01      2.19e-04      1.58e-02    1.5e-04
1324000      3.57e-01      2.36e-03      2.91e-02    1.5e-04
1326000      8.39e-02      5.66e-03      6.40e-03    1.5e-04
1328000      2.81e-02      1.09e-03      2.19e-03    1.5e-04
1330000      3.21e-01      3.56e-03      2.61e-02    1.5e-04
1332000      4.70e-02      2.34e-03      3.70e-03    1.5e-04
1334000      6.49e-02      4.15e-03      4.66e-03    1.5e-04
1336000      5.97e-02      7.19e-03      2.22e-03    1.5e-04
1338000      3.08e-01      3.69e-03      2.50e-02    1.5e-04
1340000      4.08e-02      5.44e-03      5.73e-04    1.5e-04
1342000      1.82e-01      7.41e-03      1.41e-02    1.5e-04
1344000      4.30e-02      8.63e-04      3.49e-03    1.5e-04
1346000      3.95e-02      3.37e-04      3.21e-03    1.5e-04
1348000      7.78e-02      4.88e-03      6.00e-03    1.5e-04
1350000      4.35e-01      3.26e-03      3.54e-02    1.5e-04
1352000      3.86e-02      7.25e-04      3.12e-03    1.5e-04
1354000      2.55e-01      4.16e-03      2.06e-02    1.5e-04
1356000      2.45e-01      2.24e-03      2.00e-02    1.5e-04
1358000      3.39e-01      3.66e-03      2.76e-02    1.5e-04
1360000      9.12e-02      1.06e-02      3.84e-03    1.4e-04
1362000      3.87e-01      2.79e-03      3.24e-02    1.4e-04
1364000      6.64e-02      3.34e-03      5.38e-03    1.4e-04
1366000      4.03e-01      6.61e-03      3.37e-02    1.4e-04
1368000      3.82e-01      2.44e-03      3.20e-02    1.4e-04
1370000      6.67e-02      1.20e-02      1.86e-03    1.4e-04
1372000      1.39e-02      7.46e-04      1.07e-03    1.4e-04
1374000      4.21e-01      7.69e-03      3.52e-02    1.4e-04
1376000      7.68e-02      1.04e-02      4.52e-03    1.4e-04
1378000      3.19e-02      1.39e-03      2.53e-03    1.4e-04
1380000      9.17e-02      1.20e-02      1.87e-03    1.4e-04
1382000      5.32e-02      7.69e-03      2.92e-03    1.4e-04
1384000      1.03e-01      5.77e-04      8.66e-03    1.4e-04
1386000      1.50e-01      2.52e-02      6.00e-03    1.4e-04
1388000      6.09e-02      1.96e-03      5.04e-03    1.4e-04
1390000      1.95e-01      7.19e-04      1.63e-02    1.4e-04
1392000      4.48e-02      3.56e-03      3.41e-03    1.4e-04
1394000      5.85e-02      4.02e-03      4.22e-03    1.4e-04
1396000      3.71e-02      7.65e-04      3.09e-03    1.4e-04
1398000      3.06e-01      8.58e-04      2.56e-02    1.4e-04
1400000      2.47e-01      1.65e-02      1.99e-02    1.3e-04
1402000      1.27e-01      1.92e-03      1.10e-02    1.3e-04
1404000      1.36e-01      1.73e-02      3.76e-03    1.3e-04
1406000      2.18e-02      3.18e-03      1.21e-03    1.3e-04
1408000      1.55e-02      1.97e-03      4.39e-04    1.3e-04
1410000      4.71e-02      1.22e-03      3.99e-03    1.3e-04
1412000      4.69e-02      1.68e-03      3.98e-03    1.3e-04
1414000      5.73e-02      1.07e-02      7.60e-04    1.3e-04
1416000      5.42e-02      3.75e-03      4.36e-03    1.3e-04
1418000      5.47e-02      6.21e-03      2.51e-03    1.3e-04
1420000      1.20e-01      4.88e-03      1.01e-02    1.3e-04
1422000      3.17e-02      4.36e-04      2.72e-03    1.3e-04
1424000      1.12e-01      3.65e-03      9.60e-03    1.3e-04
1426000      2.77e-02      1.91e-03      2.06e-03    1.3e-04
1428000      3.61e-02      3.45e-03      2.69e-03    1.3e-04
1430000      3.44e-02      2.24e-03      2.60e-03    1.3e-04
1432000      1.72e-01      6.89e-03      1.42e-02    1.3e-04
1434000      6.46e-02      3.26e-03      5.16e-03    1.3e-04
1436000      1.07e-01      1.09e-02      7.75e-03    1.3e-04
1438000      1.52e-01      4.01e-03      1.30e-02    1.3e-04
1440000      3.76e-02      1.68e-03      3.25e-03    1.3e-04
1442000      3.05e-01      1.83e-04      2.71e-02    1.3e-04
1444000      6.05e-02      8.00e-03      3.84e-03    1.3e-04
1446000      1.98e-02      1.14e-04      1.75e-03    1.3e-04
1448000      1.75e-01      2.66e-03      1.54e-02    1.3e-04
1450000      6.53e-02      3.15e-03      5.60e-03    1.3e-04
1452000      5.77e-02      5.14e-03      3.81e-03    1.3e-04
1454000      4.38e-02      2.82e-03      3.41e-03    1.3e-04
1456000      1.87e-01      1.90e-03      1.66e-02    1.3e-04
1458000      3.94e-01      4.98e-03      3.49e-02    1.3e-04
1460000      2.42e-02      2.66e-03      1.22e-03    1.3e-04
1462000      4.73e-02      4.92e-03      2.64e-03    1.3e-04
1464000      1.63e-02      1.07e-03      1.36e-03    1.3e-04
1466000      3.14e-02      2.48e-03      2.25e-03    1.3e-04
